Busbreakdown_ID,first_opt,Run_Type,Bus_No,Reason,How_Long_Delayed,Occurred_On,Boro,Bus_Company_Name,name,address,type,agency
1327993,03469,"Special Ed AM Run",1437,"Heavy Traffic","","12/10/15 16:22",Brooklyn,"MV TRANSPORTATION, INC.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1327982,03279,"Special Ed AM Run",2047,"Heavy Traffic",20,"12/11/15 6:13",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1327348,05197,"Special Ed AM Run",2712,"Won`t Start",30,"12/14/15 13:00",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1327218,03469,"Special Ed AM Run",1011,"Heavy Traffic",30,"12/15/15 7:12",Queens,"LITTLE RICHIE BUS SERVICE","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1327201,03469,"General Ed AM Run",25561,"Won`t Start",20,"12/15/15 7:15",Brooklyn,"EMPIRE STATE BUS CORP.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1327146,03749,"Special Ed AM Run",1344,"Flat Tire",5,"12/15/15 7:42",Bronx,"G.V.C., LTD.","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1326815,03406,"Special Ed AM Run",1321,"Heavy Traffic",20,"12/16/15 7:50",Bronx,"G.V.C., LTD.","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1326814,03469,"Special Ed AM Run",1011,"Heavy Traffic",20,"12/16/15 7:45",Queens,"ALINA SERVICES CORP.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1326787,03749,"Special Ed AM Run",1344,"Heavy Traffic","","12/16/15 6:00",Manhattan,"SNT BUS INC","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1326753,03406,"Special Ed AM Run",1321,"Flat Tire","","12/16/15 13:31",Queens,"HOYT TRANSPORTATION CORP.","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1326667,05175,"General Ed AM Run",6101,"Won`t Start",15,"12/17/15 6:44",Bronx,"PIONEER TRANSPORTATION CO","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1326631,03180,"Special Ed AM Run",TN0221,"Mechanical Problem",25,"12/17/15 7:04",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 180 HUGO NEWMAN","370 W 120 St","Elementary School - Public","NYC DOE"
1326454,03749,"Special Ed AM Run",1344,"Problem Run",25,"12/17/15 8:00","Nassau County","THOMAS BUSES, INC. (B2321","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1325897,03076,"Special Ed PM Run",56108,"Late return from Field Trip",15,"12/21/15 7:30",Brooklyn,"RELIANT TRANS, INC. (B232","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1325858,03076,"Special Ed PM Run",9547,"Won`t Start",20,"12/21/15 7:48",Brooklyn,"B & F SKILLED INC.(B2192)","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1325364,03208,"Special Ed AM Run",2720,"Won`t Start",30,"12/23/15 7:36",Bronx,"G.V.C., LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1325189,03469,"Special Ed PM Run",1011,"Mechanical Problem",45,"1/4/16 6:17",Manhattan,"LEESEL TRANSP CORP (B2192","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1325185,05154,"Special Ed AM Run",1426,"Heavy Traffic",20,"1/4/16 6:19",Manhattan,"RELIANT TRANS, INC. (B232","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1325069,03469,"Special Ed AM Run",1011,"Heavy Traffic","","1/4/16 7:05",Queens,"RELIANT TRANS, INC. (B232","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1324699,03329,"General Ed AM Run",24521,"Mechanical Problem",20,"1/5/16 6:30",Brooklyn,"RELIANT TRANS, INC. (B232","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1324325,03749,"Special Ed AM Run",FR1344,Other,55,"1/5/16 7:50","All Boroughs","VAN TRANS LLC (B2192)","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1324278,03406,"Special Ed AM Run",1321,"Mechanical Problem",30,"1/5/16 8:29",Bronx,"G.V.C., LTD.","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1324270,03329,"Special Ed AM Run",1520,"Mechanical Problem",10,"1/5/16 8:48",Bronx,"G.V.C., LTD.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1324089,03469,"Special Ed PM Run",1011,"Heavy Traffic",30,"1/6/16 7:04",Queens,"LITTLE RICHIE BUS SERVICE","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1323814,03422,"General Ed AM Run",24501,"Mechanical Problem",30,"1/7/16 6:44","Staten Island","PIONEER TRANSPORTATION CO","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1323175,03469,"Special Ed PM Run",1011,"Flat Tire",20,"1/11/16 6:55",Bronx,"LITTLE RICHIE BUS SERVICE","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1323045,03185,"Special Ed AM Run",TN0416,Other,15,"1/11/16 7:54",Manhattan,"LEESEL TRANSP CORP (B2192","PS 185 EARLY CHLDHD DISCOVERY","20 W 112 St","Elementary School - Public","NYC DOE"
1322782,03469,"Special Ed AM Run",FR1011,"Heavy Traffic",25,"1/12/16 7:29",Queens,"ALLIED TRANSIT CORP.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1322337,03406,"Special Ed AM Run",1322,"Heavy Traffic","","1/13/16 7:25",Queens,"LORISSA BUS SERVICE INC.","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1321882,03149,"Special Ed AM Run",1327,"Heavy Traffic","","1/14/16 16:36",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1321776,03329,"General Ed AM Run",28759,"Heavy Traffic",15,"1/15/16 7:32",Bronx,"G.V.C., LTD.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1321657,03749,"General Ed AM Run",27688,"Mechanical Problem",20,"1/15/16 14:10",Bronx,"DON THOMAS BUSES, INC. (B","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1321631,03469,"Special Ed AM Run",2403,"Mechanical Problem",30,"1/15/16 15:50",Manhattan,"SNT BUS INC","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1321604,03279,"Special Ed AM Run",2688,"Heavy Traffic",30,"1/19/16 6:15",Queens,"HOYT TRANSPORTATION CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1321357,03469,"Special Ed AM Run",1011,"Mechanical Problem","","1/19/16 6:45",Queens,"LORISSA BUS SERVICE INC.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1321286,03329,"General Ed AM Run",25593,"Heavy Traffic",45,"1/19/16 8:05",Brooklyn,"FIRST STEPS","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1321251,03749,"General Ed AM Run",27693,"Mechanical Problem",25,"1/19/16 14:05",Manhattan,"CONSOLIDATED BUS TRANS. I","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1320833,03469,"Special Ed AM Run",1011,"Heavy Traffic",15,"1/21/16 6:29",Bronx,"PIONEER TRANSPORTATION CO","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1320778,05200,"Special Ed AM Run",0,Other,15,"1/21/16 7:00","","ACME BUS CORP. (B2321)","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1320565,03279,"Special Ed AM Run",2688,"Heavy Traffic",10,"1/21/16 14:43",Bronx,"G.V.C. LTD. (B2192)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1320296,03469,"Special Ed AM Run",1011,"Heavy Traffic","","1/22/16 13:50","","RELIANT TRANS, INC. (B232","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1320264,03279,"Special Ed AM Run",4523,"Heavy Traffic",40,"1/22/16 14:30",Manhattan,"HOYT TRANSPORTATION CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1320261,03279,"Special Ed AM Run",2688,"Heavy Traffic",25,"1/22/16 14:35",Brooklyn,"ALLIED TRANSIT CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1320185,05154,"Special Ed AM Run",1426,Accident,30,"1/25/16 6:04","Staten Island","PIONEER TRANSPORTATION CO","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1319940,05046,"Special Ed AM Run",1395,"Heavy Traffic",30,"1/25/16 7:00","Staten Island","PIONEER TRANSPORTATION CO","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1319921,03279,"Special Ed AM Run",2688,"Heavy Traffic",15,"1/25/16 7:03",Queens,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1319891,03469,"Special Ed AM Run",1011,"Heavy Traffic",90,"1/25/16 7:00",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1319289,03469,"Special Ed PM Run",1011,"Won`t Start",30,"1/25/16 8:29","Staten Island","PIONEER TRANSPORTATION CO","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1319144,03185,"Special Ed AM Run",56102,"Heavy Traffic",10,"1/25/16 9:04",Bronx,"G.V.C. LTD. (B2192)","PS 185 EARLY CHLDHD DISCOVERY","20 W 112 St","Elementary School - Public","NYC DOE"
1319136,03279,"Special Ed AM Run",2688,"Heavy Traffic","","1/25/16 9:06",Manhattan,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1319129,03279,"Special Ed AM Run",4525,"Heavy Traffic",60,"1/25/16 7:00",Brooklyn,"SMART PICK","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1318857,05154,"Special Ed PM Run",1426,"Heavy Traffic",60,"1/26/16 6:59","","LORINDA ENT. LTD.","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1318811,03279,"Special Ed AM Run",4526,"Heavy Traffic",20,"1/26/16 7:10",Bronx,"ANOTHER RIDE INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1318459,03279,"Special Ed AM Run",2688,"Heavy Traffic",20,"1/26/16 7:55",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1317839,03469,"Special Ed AM Run",FR1011,"Flat Tire",10,"1/27/16 7:40",Westchester,"CHILDREN`S TRANS INC. (B2","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1317706,03469,"Special Ed AM Run",FR1011,"Heavy Traffic",15,"1/27/16 13:35",Bronx,"G.V.C., LTD.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1317631,03076,"Special Ed AM Run",56108,"Heavy Traffic",25,"1/28/16 6:10",Bronx,"PRIDE TRANSPORTATION (SCH","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1317304,05046,"Special Ed AM Run",2804,"Flat Tire",25,"1/28/16 8:04","Staten Island","RELIANT TRANS, INC. (B232","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1317276,03406,"Special Ed AM Run",1321,"Mechanical Problem",15,"1/28/16 8:15",Bronx,"G.V.C., LTD.","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1316897,03406,"Special Ed AM Run",1321,"Heavy Traffic",25,"2/1/16 6:41",Manhattan,"LEESEL TRANSP CORP (B2192","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1316404,03279,"Special Ed AM Run",2555,"Heavy Traffic",25,"2/2/16 7:30",Brooklyn,"EMPIRE STATE BUS CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1316398,03279,"Special Ed AM Run",4523,"Heavy Traffic",5,"2/2/16 7:31","Staten Island","PIONEER TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1316039,03208,"Special Ed AM Run",2720,"Heavy Traffic",30,"2/3/16 7:50",Bronx,"G.V.C., LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1315959,03279,"Special Ed AM Run",4523,"Heavy Traffic",20,"2/3/16 13:09",Westchester,"VAN TRANS LLC (B2192)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1314774,03208,"Special Ed AM Run",2720,"Heavy Traffic",25,"2/9/16 6:36","Staten Island","PIONEER TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1314752,03406,"Special Ed AM Run",1321,"Heavy Traffic",60,"2/9/16 6:44",Brooklyn,"LOGAN BUS COMPANY INC.","PS 242 YOUNG DIPLOMATS MAGNET","134 W 122 St","Elementary School - Public","NYC DOE"
1314538,05318,"General Ed AM Run",24535,"Mechanical Problem",10,"2/9/16 7:50",Westchester,"MAR-CAN TRANSPORT CO. INC","THURGOOD MARSHALL ACADEMY- LOWER SCH","276 W 151 St","Elementary School - Public","NYC DOE"
1314200,03279,"Special Ed AM Run",2688,"Heavy Traffic",20,"2/10/16 7:50",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1314036,05200,"Special Ed AM Run",TM0220,"Won`t Start",20,"2/11/16 6:15",Brooklyn,"BORO TRANSIT, INC.","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1313727,03149,"Special Ed AM Run",1321,"Heavy Traffic",30,"2/12/16 6:35",Brooklyn,"BORO TRANSIT, INC.","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1313432,05092,"Special Ed AM Run",56098,Other,"","2/12/16 13:07",Brooklyn,"L & M BUS CORP.","PS 92 MARY MCLEOD BETHUNE","222 W 134 St","Elementary School - Public","NYC DOE"
1313048,03279,"Special Ed PM Run",2508,"Won`t Start",25,"2/22/16 7:29",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1312982,03149,"Special Ed AM Run",1327,"Heavy Traffic",20,"2/22/16 7:45",Queens,"PIONEER TRANSPORTATION CO","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1312149,05046,"Special Ed AM Run",1303,"Flat Tire",20,"2/24/16 16:25",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 46 ARTHUR TAPPAN","2987 Frederick Douglas Blvd","Elementary School - Public","NYC DOE"
1312097,03208,"Special Ed AM Run",2720,"Heavy Traffic",45,"2/25/16 6:50",Queens,"LORINDA ENT. LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1311945,03329,"General Ed AM Run",20421,"Heavy Traffic",20,"2/25/16 8:01",Queens,"RELIANT TRANS, INC. (B232","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1311285,03180,"Special Ed AM Run",TN0378,Other,20,"2/29/16 8:12",Queens,"LITTLE RICHIE BUS SERVICE","PS 180 HUGO NEWMAN","370 W 120 St","Elementary School - Public","NYC DOE"
1310940,03149,"Special Ed AM Run",1704,"Heavy Traffic",30,"3/2/16 6:06","","LORINDA ENT. LTD.","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1309489,05197,"Special Ed AM Run",56105,"Heavy Traffic",60,"3/8/16 12:55",Manhattan,"CAREFUL BUS","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1309271,03149,"Special Ed AM Run",1327,"Heavy Traffic",10,"3/9/16 7:57",Manhattan,"SNT BUS INC","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1308938,05175,"General Ed AM Run",6101,"Heavy Traffic",20,"3/10/16 7:49",Queens,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1308742,03749,"General Ed AM Run",24534,Other,30,"3/11/16 6:36",Queens,"LOGAN BUS COMPANY INC.","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1308739,03149,"Special Ed AM Run",1327,"Heavy Traffic",10,"3/11/16 6:29","Staten Island","PIONEER TRANSPORTATION CO","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1308623,03279,"Special Ed AM Run",4523,"Heavy Traffic","","3/11/16 7:30",Queens,"LORISSA BUS SERVICE INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1308534,03076,"General Ed AM Run",6107,"Heavy Traffic",25,"3/11/16 6:30",Brooklyn,"SMART PICK","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1308317,03149,"Special Ed AM Run",1327,"Heavy Traffic","","3/14/16 7:22",Queens,"LORINDA ENT. LTD.","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1308124,03076,"General Ed AM Run",741,"Heavy Traffic","","3/14/16 15:19",Brooklyn,"Y & M TRANSIT CORP (B2192","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1307713,05197,"Special Ed AM Run",19242,"Heavy Traffic",20,"3/16/16 7:06",Manhattan,"RELIANT TRANS, INC. (B232","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1307578,05197,"Special Ed AM Run",2712,"Mechanical Problem",25,"3/16/16 14:10",Manhattan,"RELIANT TRANS, INC. (B232","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1307548,03469,"Special Ed AM Run",1722,"Heavy Traffic","","3/16/16 18:28",Queens,"LORINDA ENT. LTD.","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1307406,03149,"Special Ed AM Run",1321,"Heavy Traffic",30,"3/17/16 6:30",Brooklyn,"PENNY TRANSPORTATION","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1307043,03076,"Special Ed AM Run",56108,"Heavy Traffic",15,"3/21/16 5:24",Brooklyn,"MV TRANSPORTATION, INC.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1306937,03469,"Special Ed AM Run",2438,"Mechanical Problem","","3/21/16 6:50",Brooklyn,"Y & M TRANSIT CORP (B2192","FREDERICK DOUGLAS ACADEMY II","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1306356,03279,"Special Ed AM Run",4523,"Heavy Traffic",15,"3/23/16 6:40",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1304306,03422,"General Ed AM Run",20431,Other,20,"4/4/16 7:35",Brooklyn,"EMPIRE STATE BUS CORP.","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1304017,03279,"Special Ed AM Run",4523,"Heavy Traffic",15,"4/5/16 6:57",Bronx,"VAN TRANS LLC (B2192)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1303879,05154,"General Ed AM Run",6151,"Flat Tire",20,"4/5/16 7:43",Manhattan,"LEESEL TRANSP CORP (B2192","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1303545,03329,"General Ed AM Run",24521,"Mechanical Problem",20,"4/6/16 7:44",Brooklyn,"RELIANT TRANS, INC. (B232","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1303399,03279,"Special Ed AM Run",2045,"Mechanical Problem","","4/6/16 16:00",Brooklyn,"BORO TRANSIT, INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1303162,03208,"Special Ed AM Run",2740,"Heavy Traffic",45,"4/7/16 8:05",Manhattan,"LEESEL TRANSP CORP (B2192","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1303112,05200,"Special Ed AM Run",1395,"Heavy Traffic","","4/7/16 9:11",Manhattan,"SNT BUS INC","PS 200 THE JAMES MCCUNE SMITH SCH","2589 7 Ave","Elementary School - Public","NYC DOE"
1303021,03279,"Special Ed AM Run",4523,"Heavy Traffic","","4/8/16 6:26",Queens,"LOGAN BUS COMPANY INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1302425,03279,"Special Ed AM Run",2688,"Mechanical Problem","","4/12/16 6:25",Bronx,"LITTLE RICHIE BUS SERVICE","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1301326,03325,"Special Ed AM Run",2517,"Won`t Start",25,"4/15/16 7:15",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1301110,03279,"Special Ed AM Run",2688,"Heavy Traffic",20,"4/18/16 6:12",Brooklyn,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1300959,03279,"Special Ed AM Run",2511,"Mechanical Problem",30,"4/18/16 7:30",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1300794,03279,"Special Ed AM Run",4523,"Heavy Traffic","","4/18/16 15:00",Brooklyn,"Y & M TRANSIT CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1300522,03749,"General Ed AM Run",24534,"Mechanical Problem",25,"4/19/16 14:07",Bronx,"VAN TRANS LLC (B2192)","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1300423,03076,"Special Ed AM Run",56108,Other,30,"4/20/16 6:30",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1299984,03279,"Special Ed AM Run",2688,"Heavy Traffic",20,"4/21/16 8:00",Manhattan,"SNT BUS INC","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1299897,05092,"Special Ed AM Run",2826,"Heavy Traffic",30,"4/21/16 14:07",Brooklyn,"ALL AMERICAN SCHOOL BUS C","PS 92 MARY MCLEOD BETHUNE","222 W 134 St","Elementary School - Public","NYC DOE"
1299886,03279,"Special Ed AM Run",4523,"Heavy Traffic",25,"4/21/16 14:10",Manhattan,"BORO TRANSIT, INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1299867,03208,"Special Ed AM Run",2078,"Weather Conditions",20,"4/21/16 14:39",Brooklyn,"EMPIRE STATE BUS CORP.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1299797,03422,"General Ed AM Run",24501,"Heavy Traffic",45,"4/22/16 6:30",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1299711,03329,"General Ed AM Run",25593,"Mechanical Problem",15,"4/22/16 7:02",Bronx,"GRANDPA`S BUS CO., INC.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1299330,03749,"General Ed AM Run",26639,"Mechanical Problem",40,"5/2/16 7:14",Queens,"LORINDA ENT. LTD.","NY FRENCH-AMERICAN CHARTER SCHOOL","311 W 120 St","Elementary School - Public Charter","NYC DOE"
1299229,03422,"General Ed PM Run",24528,"Late return from Field Trip",20,"5/2/16 7:40",Bronx,"G.V.C., LTD.","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1299173,03325,"Special Ed AM Run",2438,"Heavy Traffic",20,"5/2/16 7:59",Brooklyn,"THOMAS BUSES, INC.","WADLEIGH PERF AND VISUAL ARTS","215 W 114 St","Junior/Senior High School - Public","NYC DOE"
1299123,05197,"Special Ed AM Run",56105,"Heavy Traffic",30,"5/2/16 13:09",Brooklyn,"JOFAZ TRANSPORTATION INC.","PS 197 JOHN B RUSSWURM","2230 5 Ave","Elementary School - Public","NYC DOE"
1299027,03279,"Special Ed AM Run",4523,"Heavy Traffic","","5/3/16 6:35",Queens,"GRANDPA`S BUS CO., INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1298567,05154,"General Ed AM Run",6151,"Mechanical Problem","","5/3/16 14:46",Queens,"LITTLE RICHIE BUS SERVICE","PS 154 HARRIET TUBMAN","250 W 127 St","Elementary School - Public","NYC DOE"
1298559,03384,"General Ed AM Run",6107,"Mechanical Problem","","5/3/16 15:15",Queens,"LORINDA ENT. LTD.","HARLEM SUCCESS ACAD CHARTER SCH 4","240 W 113 St","Elementary School - Public Charter","NYC DOE"
